lati,longi,MAT,mTCM,ART,PSN,TOPO,DEMSTD,languages,endemic.languages,Sino.Tibetan,Altaic,Austronesian,Austroasiatic,PD,NRI,river123,river4,river5,river_all,broad.leave,shrub,grassland,agricultural,coniferous,forest,veg_rich,veg_SN
36.7728,96.2752,5.276675,-17.234346,42.213928,87.410469,798,80.5373,3,0,2,1,0,0,10,1.046248556,0,60.4021,45.4069,105.809,0,4.46504,0,0,0,0,1,0.016083706
36.8223,96.8465,4.732514,-17.523332,41.750824,86.402306,953,142.776,3,0,2,1,0,0,10,1.046248556,0,0.9144,0,0.9144,0,0,30.4402,0,0,0,1,0.078978764
36.8685,97.4186,3.986844,-17.82117,41.071182,85.416862,1153,174.182,3,0,2,1,0,0,10,1.046248556,0,0,0,0,0,0,152.5645,0,0,0,1,0.258902402
36.9114,97.9916,2.404282,-18.742873,40.103055,84.834724,1588,299.619,3,0,2,1,0,0,10,1.046248556,0,0,8.3465,8.3465,0,0,1223.889,0,0,0,1,0.665835828
36.9509,98.5653,0.668613,-20.37659,39.701746,88.996872,1655,403.965,3,0,2,1,0,0,10,1.046248556,0,0,0,0,0,0,1746.47304,126.343,0,0,2,0.813328121
36.987,99.1397,-1.341413,-22.383112,39.068857,97.173309,1594,357.336,3,0,2,1,0,0,10,1.046248556,0,24.1264,11.3918,35.5182,0,0,2500.00006,0,0,0,1,0.686041628
37.0198,99.7147,0.230497,-20.953656,38.709525,100.256569,920,181.883,3,0,2,1,0,0,10,1.046248556,125.9346,173.5465,41.1489,340.63,0,0,1461.163,29.2269,0,0,2,0.725128371
37.0492,100.29,0.684206,-20.183582,37.699765,100.326561,181,31.4783,3,0,2,1,0,0,10,1.046248556,111.0989,111.0984,49.1936,271.3909,0,0,647.316,14.03639,0,0,2,0.589625972
37.0752,100.866,-0.618974,-20.895497,36.684644,97.834465,1412,284.21,4,1,2,2,0,0,11,1.943476467,17.887,81.8019,34.6499,134.3388,0,468.8672,1954.758994,0,0,0,2,0.958727668
37.0978,101.443,0.306091,-19.615331,36.40997,94.199898,1804,404.603,4,1,2,2,0,0,11,1.943476467,0,0,77.9299,77.9299,0,1612.74,302.5058,410.362364,174.3938,174.3938,4,1.256760497
37.1171,102.02,0.572602,-18.527425,35.438705,91.980507,1889,366.962,4,1,2,2,0,0,11,1.943476467,0,61.2477,32.3824,93.6301,0,1303.189,302.823,376.1916,517.799,517.799,4,1.360450744
37.1329,102.597,-0.130973,-18.161009,34.045132,90.839668,2112,393.056,4,1,2,2,0,0,11,1.943476467,0,36.6863,43.7944,80.4807,0,1189.4,309.6889,0,1000.915,1000.915,3,1.233052721
37.1453,103.174,2.048586,-16.873334,35.899869,89.680672,1767,276.742,3,1,2,1,0,0,10,1.047296253,0,0,61.3974,61.3974,0,181.047,1808.9255,510.0287,0,0,3,1.104422469
37.1544,103.752,4.970927,-15.956689,39.533237,92.292816,1651,363.243,3,1,2,1,0,0,10,1.047296253,0,0,0,0,0,0,1329.3777,1170.62046,0,0,2,1.072298416
37.16,104.33,7.99879,-14.703528,42.738776,95.81823,1543,279.134,1,0,1,0,0,0,0,NA,74.9093,0,0,74.9093,0,0,0,1981.19,0,0,1,0.69314662
37.1623,104.908,7.621079,-14.83871,42.348868,95.368683,1207,164.766,1,0,1,0,0,0,0,NA,29.5601,0,0,29.5601,0,0,1441.38,1058.62,0,0,2,1.066741938
37.1611,105.486,7.787926,-14.47338,42.059094,94.090034,1085,214.148,1,0,1,0,0,0,0,NA,0,0,52.1898,52.1898,0,0,2470.06,29.9403,0,0,2,0.722589264
37.1566,106.064,7.644283,-14.237006,41.500183,92.281708,1220,201.225,1,0,1,0,0,0,0,NA,0,0,55.8273,55.8273,0,0,2031.68,468.322,0,0,2,0.955550986
37.1486,106.641,7.414108,-14.072357,40.962225,90.391273,709,141.385,1,0,1,0,0,0,0,NA,0,0,57.4094,57.4094,0,0,2497.99,2.01063,0,0,2,0.690070463
37.1372,107.219,7.408204,-13.89364,40.753036,89.092941,616,111.411,1,0,1,0,0,0,0,NA,0,0,81.2343,81.2343,0,0,2496.74,3.26089,0,0,2,0.69201312
37.1225,107.796,7.346896,-13.915666,40.618057,89.424263,558,96.2846,1,0,1,0,0,0,0,NA,0,63.099,0.7699,63.8689,0,0,2500,0,0,0,1,0.686482484
37.1043,108.373,7.473926,-14.00052,40.767831,91.114876,513,90.6784,1,0,1,0,0,0,0,NA,0,37.7518,31.2918,69.0436,0,0,1677.63,822.37,0,0,2,1.039673131
37.0828,108.95,7.95546,-13.972751,41.286972,92.386116,643,119.89,1,0,1,0,0,0,0,NA,0,0,202.1435,202.1435,0,0,2008.67701,491.3219,0,0,2,0.962767684
37.0578,109.526,8.547135,-13.770078,41.738931,92.145576,550,104.244,1,0,1,0,0,0,0,NA,0,0,144.6501,144.6501,0,0,765.129,1734.868,0,0,2,1.029805921
37.0295,110.102,9.55699,-12.946967,42.007343,90.298363,706,104.059,1,0,1,0,0,0,0,NA,5.9874,0,102.7194,108.7068,0,0,201.7627,2298.24,0,0,2,0.842875222
36.9978,110.677,9.400573,-12.765851,41.480594,90.36129,826,178.535,1,0,1,0,0,0,0,NA,74.0061,40.5123,46.9911,161.5095,0,0,75.67886665,2424.32,0,0,2,0.762207689
36.9628,111.252,7.631985,-13.718497,40.20639,90.967651,1209,229.912,1,0,1,0,0,0,0,NA,0,0,19.3951,19.3951,181.711636,1872.256,289.803,156.232,0,181.711636,4,1.148984835
36.9243,111.826,8.907853,-12.409027,40.392929,92.487869,1875,412.652,1,0,1,0,0,0,0,NA,67.3149,0,39.7087,107.0236,163.790272,1088.768,0,1148.37,99.0744,262.864672,4,1.25787104
36.8825,112.399,7.504962,-13.859911,40.212485,94.883522,1233,233.254,1,0,1,0,0,0,0,NA,0,41.4396,42.9715,84.4111,44.75,1832.855,0,442.788,179.60668,224.35668,4,1.129457124
36.8374,112.971,8.831155,-13.103894,40.974072,98.591217,795,125.545,1,0,1,0,0,0,0,NA,0,6.1807,107.9567,114.1374,0,871.862079,0,1628.14,0,0,2,1.046637605
36.7889,113.543,8.853794,-12.732627,40.244193,101.564888,1749,310.783,1,0,1,0,0,0,0,NA,0,0,106.0686,106.0686,8.84584,2253.27172,0,237.8845,0,8.84584,3,0.874531532
36.7371,114.113,12.227502,-9.268623,40.54133,107.789154,1315,245.486,1,0,1,0,0,0,0,NA,0,8.1271,134.3563,142.4834,0,1246.6468,0,1253.3549,0,0,2,1.072388921
36.682,114.683,13.570068,-7.585598,40.075079,108.296692,139,15.5953,1,0,1,0,0,0,0,NA,0,73.035,66.111,139.146,0,0,0,2500,0,0,1,0.686822907
36.6235,115.252,13.441936,-7.887096,40.570917,108.850777,26,3.43881,1,0,1,0,0,0,0,NA,60.9144,12.7375,52.285,125.9369,0,0,0,2500,0,0,1,0.686850789
36.5618,115.819,13.676505,-7.191563,39.505914,111.247833,19,3.11571,1,0,1,0,0,0,0,NA,135.0822,94.2979,41.2667,270.6468,0,0,60.7132,2439.29,0,0,2,0.750408547
36.4967,116.386,14.094637,-5.985511,38.127847,111.587166,421,34.0166,1,0,1,0,0,0,0,NA,122.4775,26.5685,74.8781,223.9241,28.0413,0,0,2471.96,0,28.0413,2,0.721099091
36.4284,116.951,13.292441,-6.390756,37.436581,109.808533,1214,183.578,1,0,1,0,0,0,0,NA,25.9129,0,65.1702,91.0831,567.233,266.2245,0,1509.94,156.604,723.837,4,1.27213412
36.3568,117.515,12.749169,-7.390926,38.148297,107.321289,713,151.572,1,0,1,0,0,0,0,NA,0,0,153.2595,153.2595,286.8302,724.3793,0,1465.5,23.2964,310.1266,4,1.222514547
36.282,118.078,11.730668,-8.721166,38.363712,105.680656,881,123.686,1,0,1,0,0,0,0,NA,0,58.3297,67.1668,125.4965,445.01278,680.8609,0,1341.55,32.5795,477.59228,4,1.271332603
36.2039,118.639,11.774352,-8.845738,38.561197,105.543938,864,116.211,1,0,1,0,0,0,0,NA,0,54.8868,108.3443,163.2311,232.30255,676.9904,0,1590.71,0,232.30255,3,1.165813161
36.1226,119.199,12.16385,-7.382362,36.548279,100.438026,374,61.611,1,0,1,0,0,0,0,NA,0,0,79.7454,79.7454,57.9968,189.0885,0,2252.48,0,57.9968,3,0.896018965
36.0381,119.758,12.289494,-5.82823,34.568161,94.059959,498,48.3491,1,0,1,0,0,0,0,NA,0,0,74.6974,74.6974,0,71.1192,0,2187.093,240.3274,240.3274,3,0.932966983
34.0876,79.1065,-6.599103,-26.4414,40.177835,86.169312,2104,375.155,2,0,2,0,0,0,6,0.948855145,0,0,0,0,0,1687.79,0,0,0,0,1,0.68945324
34.2345,79.6289,-7.844487,-27.888205,40.641223,98.355736,1672,357.519,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,962.051,0.333613,0,0,0,2,0.631011143
34.3786,80.1536,-7.660329,-27.916882,41.036526,106.085632,1463,320.074,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,82.8523,20.859,0,0,0,2,0.220626598
34.5199,80.6806,-7.301173,-27.663263,41.171344,107.648468,1325,252.093,2,0,2,0,0,0,6,0.948855145,0,0,0,0,0,5.17934,0,0,0,0,1,0.017909981
34.6583,81.2099,-6.991946,-27.36196,41.068817,107.485443,1132,197.103,2,0,2,0,0,0,6,0.948855145,0,0,0,0,0,0,0,0,0,0,0,0
34.7938,81.7414,-6.198319,-26.58205,40.928442,105.49675,802,120.711,2,0,2,0,0,0,6,0.948855145,0,0,0,0,0,0,0,0,0,0,0,0
34.9263,82.2752,-7.531528,-27.71839,40.459045,107.934723,1259,213.478,2,0,2,0,0,0,6,0.948855145,0,0,0,0,0,0,0,0,0,0,0,0
35.0559,82.8111,-6.232397,-26.491766,40.410071,106.784286,897,107.132,2,0,2,0,0,0,6,0.948855145,0,0,0,0,0,0,0,0,0,0,0,0
35.1826,83.3491,-6.297574,-26.517871,40.192642,106.987869,594,102.878,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
35.3063,83.8892,-6.060221,-26.288998,40.068396,107.888382,571,93.138,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
35.4269,84.4314,-5.954209,-26.190857,39.954611,107.442093,401,73.0315,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
35.5445,84.9756,-6.563999,-26.71713,39.709448,112.835655,511,85.6512,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
35.6591,85.5217,-8.091479,-28.012125,39.245728,112.905983,1343,224.705,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
35.7706,86.0698,-7.419174,-27.40831,39.251453,114.349403,549,95.1676,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
35.879,86.6198,-6.977122,-26.976111,39.181085,114.602287,705,98.1218,2,0,2,0,0,0,6,0.948855145,0,0,0,0,0,0,0.00333474,0,0,0,1,2.36E-05
35.9843,87.1716,-7.079469,-26.983878,38.962842,117.304916,542,108.483,2,0,2,0,0,0,6,0.948855145,0,0,0,0,0,0,0,0,0,0,0,0
36.0865,87.7252,-7.330867,-27.139511,38.718192,115.348183,606,100.47,2,0,2,0,0,0,6,0.948855145,0,0,0,0,0,0,0,0,0,0,0,0
36.1855,88.2806,-7.36328,-27.092856,38.506271,117.928574,569,91.0359,3,0,2,1,0,0,12,0.113674894,0,0,0,0,0,0,0,0,0,0,0,0
36.2813,88.8377,-7.65462,-27.270169,38.21922,116.333687,623,115.39,3,0,2,1,0,0,12,0.113674894,0,0,0,0,0,0,0,0,0,0,0,0
36.374,89.3964,-6.966491,-26.619894,38.1957,116.927704,893,149.553,3,0,2,1,0,0,12,0.113674894,0,0,0,0,0,0,0,0,0,0,0,0
36.4635,89.9567,-7.287582,-26.840173,37.930414,115.543015,1327,224.939,3,0,2,1,0,0,12,0.113674894,0,0,64.268,64.268,0,0,0,0,0,0,0,0
36.5497,90.5186,-6.865939,-26.444177,37.877557,114.74691,1253,169.903,5,0,2,3,0,0,16,1.035398927,0,0,30.5515,30.5515,0,0,0,0,0,0,0,0
36.6328,91.082,-6.720724,-26.319516,37.82605,114.43573,1905,396.886,5,0,2,3,0,0,16,1.035398927,0,74.2889,0,74.2889,0,0,0,0,0,0,0,0
36.7125,91.6468,-3.178538,-23.433884,38.933096,114.946014,1693,349.143,4,0,2,2,0,0,14,0.730454205,0,59.2594,0,59.2594,0,0,0,0,0,0,0,0
36.789,92.213,-1.482361,-22.242084,39.766763,114.333946,1808,349.039,4,0,2,2,0,0,14,0.730454205,0,46.4419,5.5441,51.986,0,0,0,0,0,0,0,0
36.8623,92.7806,1.842902,-19.952922,41.575235,111.775833,1676,239.883,4,0,2,2,0,0,14,0.730454205,0,63.152,24.5842,87.7362,0,0,74.3104,0,0,0,1,0.152752579
36.9322,93.3494,3.527081,-18.952048,42.743073,102.887291,1002,147.179,4,0,2,2,0,0,14,0.730454205,0,27.0029,55.5373,82.5402,0,941.35,32.9924,0,0,0,2,0.6779529
36.9989,93.9195,4.492991,-18.400468,43.388144,98.611259,116,18.8736,4,0,2,2,0,0,14,0.730454205,0,0,82.5666,82.5666,0,999.79,253.156,0,0,0,2,0.856697305
37.0622,94.4908,4.78737,-18.196979,43.436249,95.14505,44,5.65375,4,0,2,2,0,0,14,0.730454205,0,0,46.7029,46.7029,0,508.083,0,0,0,0,1,0.500329529
37.1222,95.0632,4.703563,-18.225488,43.170221,91.460075,481,78.4962,4,0,2,2,0,0,14,0.730454205,0,96.6804,0,96.6804,0,255.004,0,0,0,0,1,0.349440524
37.1789,95.6367,3.382623,-19.282857,42.502182,90.550133,1269,259.62,3,0,2,1,0,0,10,1.046248556,0,0,0,0,0,0,0.144516,0,0,0,1,0.000749346
37.2322,96.2111,1.272718,-20.929694,41.530603,91.043312,1630,289.528,3,0,2,1,0,0,10,1.046248556,0,0,0,0,0,0,366.322,0,0,0,1,0.42699827
37.2822,96.7865,3.177899,-19.324591,42.018289,88.55201,1823,239.481,3,0,2,1,0,0,10,1.046248556,0,0,127.4092,127.4092,0,11.3735,538.4485,0,0,0,2,0.538714843
37.3288,97.3628,1.854193,-20.254633,41.294073,89.258026,1995,485.054,3,0,2,1,0,0,10,1.046248556,0,0,76.098,76.098,0,305.683,1068.304,219.909,0,0,3,1.062265048
37.372,97.9399,-1.117297,-22.329881,39.81344,92.045052,1970,434.639,3,0,2,1,0,0,10,1.046248556,0,0,28.6948,28.6948,0,36.8667,1409.85963,0,0,0,2,0.727895101
37.4118,98.5178,-2.617042,-23.46209,39.017816,96.248772,1375,259.329,3,0,2,1,0,0,10,1.046248556,0,41.9447,0,41.9447,0,0,2499.9999,0,0,0,1,0.688005332
37.4483,99.0964,-2.085988,-22.961142,38.780869,99.287491,1127,258.786,2,0,2,0,0,0,6,0.948855145,0,38.1874,98.6785,136.8659,0,0,2443.3782,56.6228,0,0,2,0.747585784
37.4813,99.6756,-2.766029,-23.119116,37.338516,101.615089,1202,263.892,3,0,2,1,0,0,10,1.046248556,0,0,116.7688,116.7688,0,0,2481.8038,18.1957,0,0,2,0.711767478
37.511,100.255,-2.223774,-22.173257,36.294165,101.616417,1153,223.824,3,0,2,1,0,0,10,1.046248556,0,2.2163,108.532,110.7483,0,1.72532,2427.3805,70.8902,0,0,3,0.762189666
37.5372,100.836,-2.921815,-22.457349,35.699304,98.704231,1349,278.031,4,1,2,2,0,0,11,1.943476467,0,68.4346,23.5226,91.9572,0,1304.998,1194.999039,0,0,0,2,1.068923527
37.5601,101.417,-1.60683,-20.985464,35.78714,95.404121,2132,447.595,6,3,2,4,0,0,11,2.550865891,0,69.093,1.0987,70.1917,0,847.878,1047.0319,242.549,92.373,92.373,4,1.263828449
37.5794,101.998,-2.178385,-20.779391,34.820609,93.395927,2408,478.982,6,3,2,4,0,0,11,2.550865891,0,1.1937,76.7326,77.9263,0,232.426,1015.67,144.58,73.6072,73.6072,4,1.065593896
37.5954,102.579,3.272149,-16.820952,38.106796,89.731277,2643,601.534,4,1,2,2,0,0,11,1.943476467,0,0,156.2742,156.2742,0,224.527,1539.02186,179.716,501.28629,501.28629,4,1.248402051
37.608,103.161,6.498838,-15.475684,41.646259,92.222771,1266,289.939,2,0,1,1,0,0,6,1.04949635,0,0,47.5734,47.5734,0,0,840.7443,415.095,0,0,2,0.905324304
37.6171,103.743,7.308308,-15.331868,42.889661,95.34491,1345,229.925,2,0,1,1,0,0,6,1.04949635,0,0,0,0,0,0,342.106,349.4735,0,0,2,0.739799834
37.6228,104.325,7.971288,-15.158307,43.712073,96.156799,463,76.0082,2,0,1,1,0,0,6,1.04949635,0,0,0,0,0,0,0,2.99017,0,0,1,0.010968855
37.6251,104.907,8.783648,-14.691837,44.230637,96.770409,753,126.329,2,0,1,1,0,0,6,1.04949635,56.1758,0,0,56.1758,0,0,36.8408,370.682,0,0,2,0.499400112
37.6239,105.489,8.821205,-14.500102,43.866949,95.860001,488,114.54,2,0,1,1,0,0,6,1.04949635,119.9202,0,13.6691,133.5893,0,0,292.789,719.619,0,0,2,0.833144559
37.6193,106.072,8.722176,-14.254178,43.28801,93.482208,616,107.424,2,0,1,1,0,0,6,1.04949635,107.9855,0,80.5555,188.541,0,40.1844,1890.612,347.68,0,0,3,0.961604434
37.6113,106.654,8.180437,-14.347928,42.713849,91.538994,361,63.2378,1,0,1,0,0,0,0,NA,0,0,46.5226,46.5226,0,1310.64,1189.3558,0,0,0,2,1.068212865
37.5998,107.235,7.672788,-14.565823,42.456668,91.149345,584,102.608,1,0,1,0,0,0,0,NA,0,0,0,0,0,351.265,1936.85,211.883,0,0,3,1.063038321
37.5849,107.817,7.778835,-14.548183,42.52998,92.634697,599,125.692,2,0,1,1,0,0,6,1.04949635,0,0,0,0,0,1572.92,578.689,348.394,0,0,3,1.184921607
37.5666,108.398,7.800592,-14.702344,42.571542,95.197014,568,118.173,2,0,1,1,0,0,6,1.04949635,0,70.454,0,70.454,0,66.1898,2004.359,429.455,0,0,3,1.004360386
37.5449,108.979,7.926968,-14.863742,42.807251,96.348129,634,111.019,2,0,1,1,0,0,6,1.04949635,0,0,100.9882,100.9882,0,359.424,1146.94,993.6404,0,0,3,1.238593882
37.5197,109.56,8.459705,-14.655602,43.183273,94.543365,579,96.3329,1,0,1,0,0,0,0,NA,0,0,97.6519,97.6519,0,0,0,2499.996,0,0,1,0.688461419
37.4912,110.14,8.990297,-14.108852,43.079459,92.035095,507,87.7315,1,0,1,0,0,0,0,NA,0,71.7743,89.2509,161.0252,0,0,0,2500.003,0,0,1,0.688484594
37.4592,110.719,9.370517,-13.662015,42.967908,92.519897,855,140.081,1,0,1,0,0,0,0,NA,76.1031,17.1207,57.8545,151.0783,0,0,88.2546,2411.748,0,0,2,0.772214387
37.4238,111.298,7.121599,-15.01208,41.512805,93.973877,1339,246.806,1,0,1,0,0,0,0,NA,0,0,68.8309,68.8309,160.0644,1096.4652,487.9669,755.506,0,160.0644,4,1.355992828
37.3851,111.876,8.943507,-13.215675,41.799069,96.494827,1253,348.357,1,0,1,0,0,0,0,NA,21.9963,0,84.8984,106.8947,100.0931,1017.656,0,1382.2533,0,100.0931,3,1.139100474
37.3429,112.453,9.417784,-12.722987,41.615869,99.440331,1231,280.882,1,0,1,0,0,0,0,NA,39.4925,0,121.3555,160.848,0,1103.472,0,1396.53,0,0,2,1.06448699
37.2974,113.03,7.373724,-14.320808,40.563721,102.376007,962,176.444,1,0,1,0,0,0,0,NA,0,0,107.1802,107.1802,0,2001.5768,0,498.427,0,0,2,0.962164637
37.2485,113.606,6.895231,-14.41817,39.718326,103.560394,1571,223.19,1,0,1,0,0,0,0,NA,0,0,97.8201,97.8201,258.9863,1839.8983,0,354.442,46.6727,305.659,4,1.133097489
37.1963,114.18,11.89496,-9.432788,40.03671,106.831642,1706,308.994,1,0,1,0,0,0,0,NA,0,0,90.3108,90.3108,0,1743.55,0,756.4536,0,0,2,1.024224846
37.1406,114.754,13.318433,-8.299767,40.610254,111.140709,118,15.9731,1,0,1,0,0,0,0,NA,0,60.396,123.352,183.748,0,0,0,2500,0,0,1,0.688668661
37.0817,115.327,12.956493,-9.200755,41.551913,115.272446,16,2.52259,1,0,1,0,0,0,0,NA,0,0,114.2636,114.2636,0,0,62.5911,2437.41,0,0,2,0.752731773
37.0194,115.899,13.468839,-7.670427,39.772537,117.531784,19,3.10773,1,0,1,0,0,0,0,NA,67.8859,26.5756,30.6044,125.0659,0,0,0,2500,0,0,1,0.688713982
36.9538,116.469,14.122739,-5.938018,37.971109,117.16584,22,3.08005,1,0,1,0,0,0,0,NA,0,96.5913,151.8847,248.476,0,0,0,2500,0,0,1,0.688736542
36.8849,117.038,14.36281,-5.865709,38.377173,117.566467,338,31.0643,1,0,1,0,0,0,0,NA,158.8478,89.8543,40.9774,289.6795,24.4406,0,0,2475.56,0,24.4406,2,0.718817409
36.8127,117.606,13.531468,-7.265761,39.347989,111.452957,709,123.955,1,0,1,0,0,0,0,NA,4.6872,27.1258,106.3477,138.1607,127.3803,40.8298,177.308,2154.48,0,127.3803,4,0.981114304
36.7373,118.173,12.744343,-8.499345,40.058563,108.713203,730,150.926,1,0,1,0,0,0,0,NA,0,0,104.3052,104.3052,496.702,0,0,2003.3,0,496.702,2,0.961304944
36.6585,118.738,12.650354,-8.592447,39.90535,104.85759,506,79.5253,1,0,1,0,0,0,0,NA,0,0,86.1121,86.1121,2.46997,350.163,0,2147.37,0,2.46997,3,0.914376207
36.5765,119.302,12.489443,-7.565047,37.502628,98.33403,170,31.4372,1,0,1,0,0,0,0,NA,0,0,216.2327,216.2327,0,0,0,2431.27,0,0,1,0.690037538
36.4913,119.864,12.374079,-6.415632,35.616028,95.024734,80,8.60647,1,0,1,0,0,0,0,NA,0,0,164.2592,164.2592,0,0,0,2500.003,0,0,1,0.688870425
36.4029,120.425,12.032271,-5.845356,34.405573,93.649567,979,119.032,1,0,1,0,0,0,0,NA,0,0,42.1524,42.1524,0,0.08183,0,2260.04,135.1136,135.1136,3,0.807014921
34.5214,78.927,-8.005776,-27.993817,40.468503,89.784912,1350,202.692,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
34.6695,79.4525,-7.257182,-27.594531,41.135175,98.381393,1135,176.119,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
34.8148,79.9803,-6.635984,-27.229633,41.573923,102.135139,1288,216.964,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
34.9572,80.5105,-6.423599,-27.123383,41.691583,106.130989,1434,216.431,2,0,2,0,0,0,6,0.948855145,0,0,0,0,0,0,0,0,0,0,0,0
35.0967,81.043,-8.472388,-28.947153,41.231931,107.003242,1574,346.34,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
35.2333,81.5778,-9.160361,-29.527594,40.932739,109.838585,1757,342.235,4,1,2,1,0,0,13,0.697981414,0,30.1991,0,30.1991,0,0,0,0,0,0,0,0
35.367,82.1149,-8.930317,-29.29487,40.78158,109.308273,1942,289.253,4,1,2,1,0,0,13,0.697981414,0,38.3177,0,38.3177,0,0,0,0,0,0,0,0
35.4977,82.6542,-7.673458,-28.153271,40.805844,109.070244,1805,253.984,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
35.6253,83.1956,-7.246887,-27.754901,40.704034,108.022713,779,139.102,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
35.75,83.7392,-6.798639,-27.343661,40.621619,107.275955,567,118.735,3,1,1,1,0,0,9,1.504551558,0,0,0,0,0,0,0,0,0,0,0,0
35.8717,84.2848,-7.176144,-27.649734,40.392685,110.806114,560,106.858,3,1,1,1,0,0,9,1.504551558,0,0,0,0,0,0,0,0,0,0,0,0
35.9903,84.8325,-7.421051,-27.825565,40.177542,112.048576,451,74.3202,3,1,1,1,0,0,9,1.504551558,0,0,0,0,0,0,0,0,0,0,0,0
36.1058,85.3823,-7.623397,-27.948065,39.946265,112.334396,627,89.6104,3,1,1,1,0,0,9,1.504551558,0,0,0,0,0,0,0,0,0,0,0,0
36.2182,85.934,-7.783946,-28.016214,39.703174,114.877808,440,85.786,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
36.3275,86.4876,-8.177045,-28.262534,39.385199,115.749344,863,159.293,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
36.4337,87.0431,-8.842996,-28.740311,38.98923,115.892578,1733,265.272,4,1,2,1,0,0,13,0.697981414,0,0,0,0,0,0,0,0,0,0,0,0
36.5367,87.6004,-8.853561,-28.63895,38.735242,116.079636,1978,290.074,4,1,2,1,0,0,13,0.697981414,5.6063,0,0,5.6063,0,0,0,0,0,0,0,0
36.6366,88.1595,-7.398531,-27.316998,38.885468,115.951469,978,193.854,3,0,2,1,0,0,12,0.113674894,0,0,0,0,0,0,0,0,0,0,0,0
36.7332,88.7204,-6.58803,-26.530017,38.856287,116.024879,1096,195.659,2,0,1,1,0,0,8,0.108771826,0,0,0,0,0,0,0,0,0,0,0,0
36.8267,89.283,-5.676712,-25.658731,38.861682,117.029533,1507,256.683,2,0,1,1,0,0,8,0.108771826,0,0,0,0,0,0,0,0,0,0,0,0
36.9169,89.8471,-4.430454,-24.519286,38.973486,117.73539,1317,233.455,2,0,1,1,0,0,8,0.108771826,0,0,60.8956,60.8956,0,0,136.978,0,0,0,1,0.2304229
37.0039,90.4129,-3.815599,-23.944687,38.967526,117.707031,1008,170.447,5,0,2,3,0,0,16,1.035398927,0,0,0,0,0,0,139.963,0,0,0,1,0.23374972
37.0876,90.9802,-5.595319,-25.434227,38.362991,115.758911,1477,288.934,5,0,2,3,0,0,16,1.035398927,0,13.3891,23.4226,36.8117,0,0,0,0,0,0,0,0
37.1681,91.549,-4.74413,-24.822337,38.709271,114.696365,1777,313.363,5,0,2,3,0,0,16,1.035398927,0,0,0,0,0,0,0,0,0,0,0,0
37.2452,92.1192,0.689569,-20.746471,41.106979,113.962898,1521,261.81,4,0,2,2,0,0,14,0.730454205,0,0.1923,0,0.1923,0,0,0,0,0,0,0,0
37.3191,92.6908,3.327916,-19.078253,42.797409,114.528511,385,75.0712,4,0,2,2,0,0,14,0.730454205,0,64.9242,0,64.9242,0,647.976,0,0,0,0,1,0.545788189
37.3896,93.2637,3.886701,-18.978267,43.54057,108.183441,284,49.6831,4,0,2,2,0,0,14,0.730454205,0,114.7761,0,114.7761,0,2184.76,0,0,0,0,1,0.692974319
37.4569,93.8379,4.195503,-18.9481,43.934659,97.25872,116,19.4182,4,0,2,2,0,0,14,0.730454205,0,88.4794,0,88.4794,0,1395.15,0,0,0,0,1,0.672391926
37.5207,94.4133,3.854569,-19.279659,43.760532,94.608414,407,80.7063,4,0,2,2,0,0,14,0.730454205,0,0,0,0,0,0.103822,0,0,0,0,1,0.000537962
37.5812,94.9898,1.87623,-20.892892,42.80806,94.471283,1152,174.056,1,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
37.6384,95.5674,-0.408555,-22.644783,41.671606,95.359444,1798,419.336,1,0,1,0,0,0,0,NA,0,0,105.3307,105.3307,0,0,851.1255,60.8583,0,0,2,0.686443459
37.6922,96.146,-2.158106,-23.933145,40.765439,95.622231,1199,223.971,3,0,2,1,0,0,10,1.046248556,0,0,56.1176,56.1176,0,0,2124.03,0,0,0,1,0.69314169
37.7426,96.7256,-4.049087,-25.307663,39.806659,96.428642,1594,285.343,3,0,2,1,0,0,10,1.046248556,0,0,81.0118,81.0118,0,342.074,1970.451,0,0,0,2,0.911199442
