lati,longi,MAT,mTCM,ART,PSN,TOPO,DEMSTD,languages,endemic.languages,Sino.Tibetan,Altaic,Austronesian,Austroasiatic,PD,NRI,river123,river4,river5,river_all,broad.leave,shrub,grassland,agricultural,coniferous,forest,veg_rich,veg_SN
26.6453,101.464,17.469096,2.680666,25.432202,96.054199,1918,385.235,6,1,6,0,0,0,16,2.248133816,54.0671,0,64.8873,118.9544,0,1417.6149,280.428,0,801.961,801.961,3,1.207631174
26.6639,101.957,17.058067,1.929414,25.911221,98.49984,2308,422.555,6,1,6,0,0,0,16,2.248133816,75.0077,36.0781,0,111.0858,0,1766.303,733.699,0,0,0,2,0.927606482
26.6797,102.451,13.572577,-1.361051,25.400032,99.47245,2064,344.211,4,0,4,0,0,0,11,1.760888029,0,0,122.9608,122.9608,0,1470.33,327.387,0,702.279,702.279,3,1.210938105
26.6927,102.945,13.940823,-0.569604,25.144406,93.119492,2537,606.274,3,0,3,0,0,0,10,1.096611503,59.7434,0,50.1956,109.939,0,1798.232,210.783,0,490.9806,490.9806,3,1.065479325
26.7029,103.439,12.116386,-1.929509,24.822536,89.339142,1503,286.918,3,0,3,0,0,0,10,1.096611503,0,0,61.5102,61.5102,59.2801,1597.78,0,0,842.936,902.2161,3,1.045396506
26.7103,103.933,12.039268,-1.736143,24.620328,85.41288,1441,233.259,5,2,5,0,0,0,15,1.710925576,0,64.7504,38.1112,102.8616,0,2377.662,0,0,122.3354,122.3354,2,0.577728607
26.715,104.427,12.164465,-1.257671,24.519171,82.425201,1412,245.974,7,3,7,0,0,0,19,2.597783264,0,0,71.6004,71.6004,0,1958.222,0,168.639,373.143,373.143,3,0.97378944
26.7168,104.921,12.447222,-0.652963,24.775093,78.845062,1400,200.76,6,2,6,0,0,0,17,2.791020482,74.8986,0,0.2354,75.134,0,2174.434,0,325.571,0,0,2,0.742636814
26.7159,105.416,13.469736,0.505811,25.278438,75.410286,1226,220.628,6,2,6,0,0,0,17,2.791020482,35.6266,38.5629,0,74.1895,135.936,2364.06,0,0,0,135.936,2,0.592687451
26.7121,105.91,14.742421,1.614427,25.935922,72.83503,999,156.71,5,1,5,0,0,0,15,2.153762918,38.2453,55.9579,0,94.2032,0,2391.83,0,108.167,0,0,2,0.564896809
26.7056,106.404,15.405257,1.98575,26.499051,69.45472,873,100.696,5,1,5,0,0,0,15,2.153762918,43.3411,0,147.424,190.7651,0,1937.91,0,562.0852,0,0,2,0.868898105
26.6962,106.898,15.204266,1.619912,26.772629,65.814789,843,132.563,4,0,4,0,0,0,13,1.54116233,0,0,97.6405,97.6405,0,1631.803,0,857.4641,10.7296,10.7296,3,0.985501881
26.6841,107.392,15.119461,1.423677,27.186118,62.644375,941,159.939,7,3,7,0,0,0,18,3.470664283,0,0,102.7545,102.7545,0,1046.8213,0,640.306,812.873,812.873,3,1.336210531
26.6692,107.886,15.889952,1.92935,27.969128,59.563232,798,143.041,8,4,8,0,0,0,19,3.669543772,60.5287,0,73.6353,134.164,0.562226,1031.917,0,248.89,1218.632,1219.194226,4,1.223936926
26.6515,108.379,15.390886,1.117342,28.483987,56.716774,1549,249.304,7,3,7,0,0,0,18,3.094729376,78.9119,0,75.7138,154.6257,357.9013,1703.8624,0,277.004,161.235,519.1363,4,1.235326814
26.6311,108.872,15.225499,0.63086,28.817856,54.773548,1257,214.265,7,2,7,0,0,0,17,3.268634182,77.0885,0,64.9947,142.0832,0,1409.05851,0,53.242,1037.695,1037.695,3,1.073267586
26.6078,109.365,16.267873,1.429908,29.265048,53.039646,782,143.322,6,2,6,0,0,0,15,2.899215346,38.5648,0,54.9395,93.5043,168.687,1252.85,0,258.118,820.3488,989.0358,4,1.379320201
26.5818,109.858,16.356264,1.488614,29.470789,50.866795,1331,154.638,6,2,6,0,0,0,12,4.412146725,0,0,91.7393,91.7393,30.0727,835.4635,0,0,1634.46429,1664.53699,3,1.011702559
26.553,110.35,15.139409,0.49403,29.23147,48.792316,1545,324.53,5,2,5,0,0,0,11,3.633725204,0,0,107.3982,107.3982,597.5027,1230.85939,0,0,671.6329,1269.1356,3,1.307865586
26.5214,110.842,15.647588,1.000794,29.561618,47.066349,1623,325.782,5,2,5,0,0,0,11,3.633725204,0,76.376,17.8935,94.2695,437.2901,1522.088,0,0,540.62172,977.91182,3,1.217805659
26.4871,111.333,17.147806,2.346883,30.22392,46.80439,1494,251.198,3,0,3,0,0,0,7,2.459459748,51.8581,0,85.55,137.4081,804.1838,1464.594046,0,225.587,5.63542,809.81922,4,1.19303867
26.45,111.824,18.043126,3.013208,30.735742,46.060471,954,124.829,2,0,2,0,0,0,5,1.456297106,129.4693,0.9502,47.7259,178.1454,1.17882,470.041,0,661.905514,1366.8756,1368.05442,4,1.270763739
26.4102,112.314,18.117319,2.879179,31.015378,44.642471,914,142.429,2,0,2,0,0,0,5,1.456297106,87.937,0,86.8848,174.8218,0,603.972,0,434.374,1461.654,1461.654,3,1.237991811
26.3676,112.804,18.193024,2.776107,31.310034,42.841351,990,113.978,2,0,2,0,0,0,5,1.456297106,7.5733,85.7588,68.333,161.6651,126.352568,1508.06,0,608.497,257.091,383.443568,4,1.300021323
26.3223,113.293,17.754562,2.368411,31.02677,43.24633,1184,161.824,2,0,2,0,0,0,5,1.456297106,0,17.7993,86.9819,104.7812,308.19095,771.7898,0,117.904,1302.114795,1610.305745,4,1.360742842
26.2743,113.782,14.903288,0.169646,29.035492,47.521866,1790,383.638,2,0,2,0,0,0,5,1.456297106,0,58.1852,29.4111,87.5963,1065.4766,0,0,0,1434.52356,2500.00016,2,1.001311164
26.2235,114.269,16.510831,1.602236,29.524536,49.867413,1901,368.13,2,0,2,0,0,0,5,1.456297106,0,9.9086,203.0772,212.9858,548.262624,736.669,0,0,1215.0677,1763.330324,3,1.309020453
26.1701,114.756,18.393382,3.261477,29.994788,52.986893,861,138.868,1,0,1,0,0,0,0,NA,146.7953,0,17.5853,164.3806,0,869.5296,0,332.173,1298.2971,1298.2971,3,1.251643566
26.1139,115.243,18.854181,3.625216,29.856009,56.293175,910,119.603,1,0,1,0,0,0,0,NA,53.9531,0,95.669,149.6221,0,1295.827,0,768.662,435.5115,435.5115,3,1.278977418
26.055,115.728,18.865436,3.578113,29.727536,58.988125,733,113.639,1,0,1,0,0,0,0,NA,26.8061,0,79.3642,106.1703,0,1115.33,0,263.7219,1120.95,1120.95,3,1.236122143
25.9935,116.213,18.432584,3.364302,29.142343,60.378811,1138,184.915,1,0,1,0,0,0,0,NA,88.7499,0,67.6408,156.3907,0,1091.87,0,377.835,1030.29861,1030.29861,3,1.283677718
25.9292,116.697,17.98476,3.453666,28.100772,59.87331,1080,180.189,1,0,1,0,0,0,0,NA,73.8947,0,23.2204,97.1151,150.1411,1262.69,0,0,1087.168462,1237.309562,3,1.167775086
25.8623,117.18,18.173488,4.243275,27.163965,58.431469,1446,278.165,1,0,1,0,0,0,0,NA,116.8111,0,0,116.8111,780.21883,961.66,0,8.87099,749.251,1529.46983,4,1.368471135
25.7928,117.662,17.547873,4.495454,25.566441,56.059315,1240,210.96,1,0,1,0,0,0,0,NA,0,0,72.7661,72.7661,91.8152,1770.9606,0,0,637.21975,729.03495,3,1.030726819
25.7206,118.143,17.435088,5.025016,24.454196,54.896709,1538,230.965,1,0,1,0,0,0,0,NA,0,0,92.5385,92.5385,135.3342,1395.84,0,0,968.821955,1104.156155,3,1.146966234
25.6457,118.623,17.978928,6.024693,23.75918,55.043957,1639,301.341,1,0,1,0,0,0,0,NA,0,0,123.8088,123.8088,60.2779,1217.78,0,357.658688,864.287,924.5649,4,1.346511356
25.5683,119.102,19.352634,7.65983,23.476744,54.428413,1046,239.321,1,0,1,0,0,0,0,NA,0,0,38.0978,38.0978,0,672.321,0,1097.889,466.88529,466.88529,3,1.315352164
25.1421,121.481,21.011229,11.521649,19.15827,28.169449,1008,178.446,2,1,1,0,1,0,8,0.058433398,0,0,61.4893,61.4893,638.903303,0,0,987.723,30.7665,669.669803,3,1.108189574
26.9534,98.9637,10.973969,-2.762965,23.117055,82.993683,3142,737.607,11,5,11,0,0,0,26,3.305967599,111.0719,0,0,111.0719,0,732.543,0,0,1587.353,1587.353,2,0.966048012
26.9861,99.4584,9.973772,-3.798016,23.39068,90.320213,2521,395.808,11,6,11,0,0,0,28,3.111818807,0,0,12.6353,12.6353,0,0,0,0,2500.001,2500.001,1,0.427585902
27.0161,99.9536,10.886555,-3.094899,23.808533,95.313286,3518,615.158,9,4,9,0,0,0,24,2.686421782,102.3193,0,45.3728,147.6921,0,0,644.876,0,1855.1241,1855.1241,2,0.911564742
27.0432,100.449,11.813243,-2.361718,24.201479,100.426865,3613,499.847,10,4,10,0,0,0,27,2.507958512,63.3808,0,43.5917,106.9725,0,61.7287,640.958,0,1797.311988,1797.311988,3,1.002215428
27.0676,100.945,11.186585,-3.317751,24.560007,103.032043,1948,302.362,10,4,10,0,0,0,29,1.61453357,0,0,82.204,82.204,332.125,1602.97,3.22785,0,561.67971,893.80471,4,1.188346421
27.0891,101.441,13.650142,-1.158231,25.166257,100.245201,2795,599.606,10,4,10,0,0,0,29,1.61453357,0,0,29.1543,29.1543,27.3081,1556.13,37.6772,0,878.883,906.1911,4,1.085357116
27.1078,101.938,15.131305,0.193977,25.441656,99.52729,2282,479.356,9,3,9,0,0,0,27,1.309169243,64.211,25.4313,0.3871,90.0294,0,867.325,646.786,0,985.89,985.89,3,1.346819805
27.1238,102.435,13.040082,-1.733427,25.217514,97.292213,2849,627.451,4,0,4,0,0,0,11,1.760888029,0,34.6828,32.5752,67.258,0,0.198256,551.801,0,1948,1948,3,0.877446713
27.1369,102.932,12.905367,-1.622003,25.411079,92.007843,3355,744.621,3,0,3,0,0,0,10,1.096611503,53.0201,0,31.091,84.1111,319.804,895.0883,499.668,0,785.44,1105.244,4,1.543543362
27.1472,103.429,12.774129,-1.557479,25.831891,87.71402,2636,402.629,5,2,5,0,0,0,15,1.710925576,0,127.6939,0,127.6939,57.7407,1521.53,187.755,133.021,599.95713,657.69783,5,1.34587769
27.1547,103.926,11.765582,-2.187528,25.619324,84.690872,1466,240.131,5,2,5,0,0,0,15,1.710925576,0,18.9814,44.8937,63.8751,0,2230.74,0,81.3776,187.88697,187.88697,3,0.776301234
27.1593,104.423,11.507919,-1.898447,25.190466,81.121117,1194,175.948,5,2,5,0,0,0,15,1.710925576,0,48.1934,63.2554,111.4488,0,2213.67,0,51.4173,234.91,234.91,3,0.778452809
27.1612,104.921,12.516824,-0.48088,25.485817,76.305977,1449,243.328,6,3,6,0,0,0,17,2.108449367,8.1592,62.994,37.7701,108.9233,0,2388.8322,0,0,111.171,111.171,2,0.586458359
27.1602,105.418,13.418527,0.637056,25.825449,72.311417,1042,167.083,7,3,7,0,0,0,18,2.725435117,0,37.5708,88.1786,125.7494,256.4255,1853.724,0,389.85,0,256.4255,3,1.062111933
27.1565,105.916,13.94209,0.95995,26.256592,69.638107,1107,201.692,5,1,5,0,0,0,15,2.153762918,0,8.7731,53.1404,61.9135,0,2367.465,0,132.53667,0,0,2,0.608742534
27.1499,106.413,15.179868,1.838006,27.018063,66.319534,860,161.108,5,1,5,0,0,0,15,2.153762918,64.5908,0,36.0302,100.621,167.056,1731.75,0,601.190277,0,167.056,3,1.090229913
27.1405,106.91,15.412367,1.850785,27.510703,63.563404,1166,201.401,5,1,5,0,0,0,15,2.153762918,68.8264,0,66.9001,135.7265,30.9372,1990.19905,0,478.8637,0,30.9372,3,0.900510594
27.1282,107.407,15.007439,1.363277,27.817139,61.35593,979,175.741,6,2,6,0,0,0,17,2.712523746,40.3119,10.8547,91.8836,143.0502,81.2708,1244.6763,0,221.96824,952.085,1033.3558,4,1.312695851
27.1132,107.904,15.730696,1.82963,28.572409,58.79755,1002,150.021,5,2,5,0,0,0,15,2.077722558,0,65.0521,50.8597,115.9118,493.48292,868.11,0,264.545,873.863,1367.34592,4,1.524634211
27.0954,108.4,15.585175,1.280485,29.261978,55.542652,836,166.228,5,2,5,0,0,0,15,2.077722558,0,55.314,75.7704,131.0844,767.8123,1282.829,0,405.8192,43.5385,811.3508,4,1.337769668
27.0747,108.897,15.674773,0.909758,29.64939,54.005333,780,137.525,6,2,6,0,0,0,16,2.694897933,0,47.688,69.512,117.2,294.368,1478.5999,0,356.029,371.0035,665.3715,4,1.382208254
27.0513,109.393,16.236003,1.31219,29.74942,52.849514,831,142.674,4,1,4,0,0,0,9,3.08715211,76.4576,0,40.3308,116.7884,265.14,1303.772,0,87.0499,844.041,1109.181,4,1.330020137
27.025,109.889,16.543712,1.552821,29.970154,50.937283,999,148.524,5,2,5,0,0,0,10,4.06684829,76.0663,7.4148,81.703,165.1841,216.4243,1753.13,0,0,530.4454,746.8697,3,1.101926002
26.996,110.384,15.092168,0.304593,29.706259,48.161686,1592,288.922,5,2,5,0,0,0,10,4.06684829,0,0,81.4878,81.4878,673.5198,580.823,0,198.278,1047.3797,1720.8995,4,1.495972267
26.9641,110.879,16.833354,1.808913,30.572629,46.902046,486,87.5203,3,0,3,0,0,0,7,2.459459748,0,13.6042,148.1811,161.7853,508.7131,956.7726,0,449.875,584.64,1093.3531,4,1.565070027
26.9295,111.373,16.845082,1.80372,30.544482,46.919292,1116,134.478,3,0,3,0,0,0,7,2.459459748,0,67.2324,84.295,151.5274,666.41494,1404.0364,0,373.69,55.8585,722.27344,4,1.317668967
26.8921,111.867,17.431999,2.230864,30.860056,44.607189,805,122.114,2,0,2,0,0,0,5,1.456297106,0,0,82.301,82.301,228.355,1113.67068,0,0,1157.9752,1386.3302,3,1.225276774
26.8519,112.36,18.135626,2.712212,31.363458,42.728306,423,57.1841,2,0,2,0,0,0,5,1.456297106,21.9832,0,84.6796,106.6628,0,1649.4,0,804.639,45.959,45.959,3,1.038569587
26.809,112.853,18.048531,2.571767,31.536707,40.961746,647,88.7424,1,0,1,0,0,0,0,NA,157.9758,151.4932,0,309.469,1.30307,1447.92085,0,1050.78,0,1.30307,3,1.015203804
26.7633,113.345,17.797501,2.316229,31.376654,41.756405,836,131.222,1,0,1,0,0,0,0,NA,0,85.6071,71.6971,157.3042,34.02848,484.21637,0,522.545,1459.206,1493.23448,4,1.295179157
26.7149,113.837,16.860715,1.60535,30.667712,45.097183,1380,233.443,2,0,2,0,0,0,5,1.456297106,0,43.2009,0,43.2009,520.5124,113.2141,0,0,1866.274,2386.7864,3,1.016203041
26.6637,114.327,16.750253,1.605506,30.283765,48.417088,1617,303.281,2,0,2,0,0,0,5,1.456297106,0,0,133.2506,133.2506,217.19323,864.566,0,0,1418.241,1635.43423,3,1.197574353
26.6097,114.818,18.535617,3.122518,30.811322,53.049793,1038,135.396,1,0,1,0,0,0,0,NA,157.7189,0,82.4793,240.1982,0,1373.8366,0,636.686,489.477,489.477,3,1.27789583
26.5531,115.307,17.870575,2.484239,30.316205,56.160152,1019,175.161,1,0,1,0,0,0,0,NA,0,0,53.8699,53.8699,35.6886,1138.947,0,240.89,1084.4732,1120.1618,4,1.2864274
26.4937,115.795,18.085193,2.562695,30.375342,59.047348,875,149.967,1,0,1,0,0,0,0,NA,0,0,162.2738,162.2738,131.631,1539.51,0,423.927,404.9325,536.5635,4,1.322413898
26.4316,116.283,18.10105,2.657397,30.106873,60.745785,1017,158.183,1,0,1,0,0,0,0,NA,15.0207,17.7504,75.0649,107.836,0,1820.33,0,205.145189,474.5264,474.5264,3,1.073240718
26.3668,116.77,17.849251,2.907773,29.122076,60.317936,939,148.898,1,0,1,0,0,0,0,NA,63.757,0,29.5114,93.2684,0,1098.17,0,0,1401.828,1401.828,2,1.018357279
26.2994,117.256,18.169865,3.82551,28.169196,59.17347,1349,172.156,1,0,1,0,0,0,0,NA,19.8988,0,0,19.8988,685.5217,313.502,0,85.8705,1415.10571,2100.62741,4,1.326056832
26.2292,117.741,18.025487,4.496072,26.746631,57.071861,1370,264.913,1,0,1,0,0,0,0,NA,67.2058,0,0,67.2058,119.0744,1174.897,0,420.781,785.25177,904.32617,4,1.4186389
26.1564,118.225,18.261311,5.295776,25.821567,54.697601,1184,247.051,1,0,1,0,0,0,0,NA,0,0,78.9474,78.9474,88.9924,922.27,0,12.362,1476.3761,1565.3685,4,1.134708589
26.0809,118.707,17.985509,5.515454,24.943027,52.841297,1379,274.352,1,0,1,0,0,0,0,NA,41.7334,0,4.3313,46.0647,0,1810.16,0,174.050383,515.786926,515.786926,3,1.068904273
26.0028,119.189,19.038408,6.824406,24.688728,51.963711,959,253.031,1,0,1,0,0,0,0,NA,244.2416,0,61.0111,305.2527,0,955.555,0,1414.0239,130.42587,130.42587,3,1.151942768
27.397,98.9254,10.849651,-2.796109,23.491353,82.979713,2857,641.573,10,4,10,0,0,0,25,2.703444459,114.2496,0,0,114.2496,4.45835,438.289,0,0,1874.757,1879.21535,3,0.875110452
27.43,99.4232,9.996069,-3.899314,23.982339,88.29142,2292,530.124,10,5,10,0,0,0,27,2.461379765,55.1623,0,0,55.1623,0,477.0038,380.896,0,1642.1017,1642.1017,3,1.181466293
27.4602,99.9215,7.026771,-7.479002,24.796817,97.054604,3317,536.633,9,4,9,0,0,0,24,2.686421782,13.8978,0,64.3488,78.2466,0,0,366.669,0,2133.331783,2133.331783,2,0.795963522
27.4876,100.42,10.130704,-4.696976,25.181265,99.041145,3066,727.094,9,4,9,0,0,0,24,2.686421782,116.6506,0,6.379,123.0296,218.02,0.847434,776.101,0,1505.0325,1723.0525,4,1.186293218
27.5122,100.919,10.451325,-4.634113,25.452666,102.41877,2207,360.289,9,4,9,0,0,0,26,1.660965429,0,0,144.667,144.667,693.55893,566.566,252.104,0,960.6900092,1654.248939,4,1.529226117
27.5339,101.419,10.95839,-4.160379,25.452362,101.183342,2333,390.382,13,5,13,0,0,0,31,1.834575068,0,0,84.1587,84.1587,0,0,515.754,0,1984.25,1984.25,2,0.87381945
27.5528,101.918,12.919408,-1.955327,25.210124,98.648285,2761,623.174,8,4,8,0,0,0,23,1.793076147,57.5492,0,0,57.5492,0,0,300.397,0,2199.599,2199.599,2,0.755904513
27.5689,102.418,12.428086,-2.196041,25.147256,94.925812,2935,646.024,5,2,5,0,0,0,15,1.680391611,0,57.9929,53.683,111.6759,21.4731,0,522.811,0,1955.72,1977.1931,3,0.917087571
27.5821,102.918,10.95713,-3.486831,25.45688,89.892899,3285,706.482,4,1,4,0,0,0,12,1.500616581,42.3395,6.4198,56.135,104.8943,609.221,13.8773,494.514,0,1382.39,1991.611,4,1.301425452
27.5925,103.419,11.456382,-2.762235,25.901932,85.718864,2861,602.088,4,1,4,0,0,0,12,1.500616581,54.4548,53.5963,0,108.0511,0,1325.38,434.438,32.4185,707.76802,707.76802,4,1.329168359
27.6,103.919,12.490003,-1.48502,26.433551,81.359024,2349,425.528,5,2,5,0,0,0,15,1.710925576,0,46.5299,57.9202,104.4501,1.87979,1924.56,0,208.839,364.719,366.59879,4,1.030223291
27.6048,104.42,12.514697,-0.923817,26.154404,77.794739,2058,375.68,5,2,5,0,0,0,15,1.710925576,0,0,67.7078,67.7078,300.285,2199.7187,0,0,0,300.285,2,0.757552427
27.6066,104.92,12.984357,0.01047,26.115704,73.685577,1602,254.967,5,2,5,0,0,0,15,1.699313538,0,43.0231,16.5321,59.5552,535.944,1497.5924,0,466.46374,0,535.944,3,1.243257024
27.6057,105.421,13.672156,0.879007,26.333438,69.788185,1569,255.288,6,3,6,0,0,0,16,2.219470803,0,69.2558,0,69.2558,58.1142,1791.50001,0,163.9643,486.42,544.5342,4,1.137830806
27.6019,105.921,14.687485,1.702733,26.85997,66.703728,1539,304.715,5,2,5,0,0,0,14,2.328849633,0,58.2689,61.2496,119.5185,0,2401.811,0,66.4605,31.7312,31.7312,3,0.611538369
27.5952,106.422,15.418811,2.111897,27.511243,64.110558,1113,170.241,5,2,5,0,0,0,14,2.328849633,0,17.1835,88.5382,105.7217,112.0092,1808.2632,0,579.7299,0,112.0092,3,1.045903485
27.5857,106.922,15.482254,1.939539,28.049283,61.936176,1017,108.794,5,1,5,0,0,0,15,2.153762918,0.6561,0,106.6229,107.279,140.885,1704.868,0,654.246,0,140.885,3,1.097357253
27.5734,107.422,15.424564,1.89424,28.33602,60.859589,984,147.091,5,1,5,0,0,0,15,2.153762918,37.4147,0,79.049,116.4637,336.6114,1413.430465,0,131.398,618.564,955.1754,4,1.362483926
27.5582,107.922,15.72563,1.957708,28.731485,58.958893,1328,206.163,4,1,4,0,0,0,13,1.541148382,74.8556,0,51.9531,126.8087,52.2417,376.02,0,0,2071.7406,2123.9823,3,0.888111558
27.5402,108.422,15.572742,1.410249,29.222711,56.260124,1050,181.341,4,1,4,0,0,0,13,1.541148382,0,0,110.7617,110.7617,239.318,845.9769,0,604.739586,809.9653,1049.2833,4,1.53457517
27.5194,108.922,16.01356,1.362656,29.785318,55.410847,855,147.137,3,1,3,0,0,0,8,2.128163849,0,21.3551,112.6852,134.0403,0,1820.0599,0,673.7224,6.21613,6.21613,3,0.953344081
27.4957,109.421,16.052837,1.162999,29.910223,53.865959,1105,170.573,3,1,3,0,0,0,8,2.128163849,0,62.454,28.439,90.893,110.214,1419.56,0,92.2181,878.008,988.222,4,1.243054518
27.4693,109.92,16.548111,1.48083,30.230377,52.226349,995,154.448,4,1,4,0,0,0,9,3.08715211,22.7855,87.5512,0.8189,111.1556,94.7502,2179.779,0,95.5073,129.96599,224.71619,4,0.889707591
27.44,110.418,15.19382,0.25671,29.996161,49.577091,1412,295.341,3,0,3,0,0,0,7,2.459459748,44.3004,0,66.5435,110.8439,190.9306,1554.2899,0,330.507,424.2759,615.2065,4,1.336470965
27.4079,110.916,15.172508,0.209591,30.112653,48.031239,1436,336.021,2,0,2,0,0,0,5,1.513190552,0,0,83.5926,83.5926,402.2905,1346.5413,0,33.4784,717.695,1119.9855,4,1.32239035
27.3729,111.414,16.548437,1.318969,30.728845,47.536564,1061,181.415,2,0,2,0,0,0,5,1.513190552,0,74.757,15.02,89.777,214.30039,1272.6135,0,795.159,217.92803,432.22842,4,1.395504897
27.3352,111.91,17.093996,1.69631,31.071014,43.927769,1233,175.604,1,0,1,0,0,0,0,NA,0,0,58.9644,58.9644,179.2786,1771.864,0,355.965,192.894084,372.172684,4,1.210766889
27.2947,112.407,17.464653,1.921039,31.394302,40.991234,950,130.361,1,0,1,0,0,0,0,NA,0,0,73.5897,73.5897,407.036,1072.23,0,262.776,757.959,1164.995,4,1.49999465
27.2514,112.903,17.742545,2.10166,31.729761,40.595551,1076,129.193,1,0,1,0,0,0,0,NA,172.7252,38.6033,0,211.3285,264.1702,278.018,0,899.041,1058.7712,1322.9414,4,1.463797946
27.2053,113.398,17.398872,1.822862,31.551675,41.431568,1097,158.201,1,0,1,0,0,0,0,NA,0,8.5162,109.8791,118.3953,91.9727,13.496,0,275.158,2119.3752,2211.3479,4,0.900500826
27.1564,113.893,16.575746,1.213603,30.954633,44.548225,1184,209.44,1,0,1,0,0,0,0,NA,0,0,111.6891,111.6891,496.8402,1701.63,0,0,301.52859,798.36879,3,1.153507816
27.1048,114.386,17.684045,2.182412,31.277106,48.632851,914,140.523,1,0,1,0,0,0,0,NA,0,0,161.8359,161.8359,9.23064,1390.2331,0,211.147,889.3894,898.62004,4,1.224288379
27.0504,114.879,18.704843,3.025503,31.452011,54.378929,447,46.6344,1,0,1,0,0,0,0,NA,148.0467,0,168.0235,316.0702,0,997.8004,0,1500.36,1.84309,1.84309,3,1.021839746
26.9932,115.372,18.514195,2.772269,31.289108,57.074284,660,89.7682,1,0,1,0,0,0,0,NA,0,0,116.2817,116.2817,323.677,1437.128,0,523.028,216.1698,539.8468,4,1.388670027
26.9334,115.863,17.399275,1.761606,30.728064,58.748348,1242,206.342,1,0,1,0,0,0,0,NA,0,0,95.7666,95.7666,299.221,1512.414,0,131.935,556.42772,855.64872,4,1.327558804
26.8707,116.354,18.131398,2.312843,31.02843,61.334805,854,163.215,1,0,1,0,0,0,0,NA,0,62.447,3.5947,66.0417,12.1004,1477.31,0,412.542,598.0472,610.1476,4,1.268532897
26.8054,116.844,17.345998,2.228693,29.498926,60.466942,1607,216.566,1,0,1,0,0,0,0,NA,0,0,91.3611,91.3611,178.14158,1183.55,0,0,1138.30578,1316.44736,3,1.206194293
26.7373,117.332,17.798164,3.220253,28.549777,60.329746,1449,238.943,1,0,1,0,0,0,0,NA,0,0,87.5769,87.5769,124.771,1563.26,0,0,811.966,936.737,3,1.130430118
26.6666,117.82,18.581248,4.622585,27.673709,60.108646,1078,207.514,1,0,1,0,0,0,0,NA,32.7482,69.9993,23.2215,125.969,193.573,883.335,0,517.76319,905.3281,1098.9011,4,1.502880379
26.5932,118.307,18.444412,4.970826,26.839365,56.246349,1263,239.798,1,0,1,0,0,0,0,NA,139.9792,33.4149,12.6364,186.0305,271.616,233.84,0,544.0351,1450.51,1722.126,4,1.379972252
26.517,118.793,17.389635,4.412655,25.842065,52.565025,1396,283.701,1,0,1,0,0,0,0,NA,98.9828,0,0,98.9828,312.256,1074.74,0,281.6757,831.3244,1143.5804,4,1.482634564
26.4383,119.278,17.521635,4.924467,25.24413,51.591156,1314,245.655,1,0,1,0,0,0,0,NA,0,0,87.273,87.273,0,1700.22,0,204.873,594.9032,594.9032,3,1.131556357
27.1538,92.4332,16.901288,2.459189,23.84455,90.421303,3484,842.988,4,0,4,0,0,0,10,2.615893719,0,0,31.3013,31.3013,2349.793,0,0,0,144.266,2494.059,2,0.647835232
27.2233,92.9247,19.74931,5.773904,22.993985,88.119362,2580,493.14,4,0,4,0,0,0,10,2.615893719,0,0,72.9175,72.9175,2499.931,0,0,0,0.06666,2499.99766,2,0.465954063
27.2901,93.4172,16.627887,2.251518,23.814241,87.16526,3327,622.749,4,0,4,0,0,0,10,2.615893719,0,0,0,0,1493.692,75.0345,0,0,931.273,2424.965,3,1.109074884
27.3542,93.9105,19.080154,5.057431,23.125128,85.187286,2690,663.399,4,0,4,0,0,0,10,2.615893719,0,0,0,0,1456.978,0,0,0,447.638,1904.616,2,0.95218098
27.8055,98.3861,9.096051,-4.291057,23.669803,81.617111,3488,655.116,6,3,6,0,0,0,18,1.833158777,56.6687,0,0,56.6687,933.647,693.499,0,0,319.6069,1253.2539,3,1.319064603
27.8417,98.8866,8.343723,-5.247155,24.036395,82.931664,3169,764.996,8,4,8,0,0,0,23,1.997774824,120.5094,0,0,120.5094,24.222,424.687,0,0,2051.0906,2075.3126,3,0.885631355
27.8749,99.3876,7.310715,-6.792413,24.780891,88.40136,2616,574.26,9,4,9,0,0,0,26,1.896299232,54.3106,0,55.6597,109.9703,333.283,15.6141,413.491,0,1737.6138,2070.8968,4,1.167448856
27.9054,99.889,5.493603,-9.621601,25.965082,97.589928,2347,365.254,13,6,13,0,0,0,32,1.725027215,0,0,124.0015,124.0015,51.6332,190.865,247.762,0,2009.74288,2061.37608,4,1.028125935
27.933,100.391,9.18206,-6.387535,26.435229,99.844109,3182,688.57,14,7,14,0,0,0,33,1.990104872,22.4268,0,122.4513,144.8781,111.955,178.17,455.8805,0,1753.99455,1865.94955,4,1.196999715
27.9578,100.893,8.420723,-7.533786,26.772052,102.222054,2778,513.064,13,6,13,0,0,0,32,1.725027215,0,48.3115,50.4713,98.7828,692.2703,0,267.031,0,1509.407,2201.6773,3,1.207869584
27.9797,101.396,9.466306,-6.259213,26.410498,100.007126,2653,591.661,12,5,12,0,0,0,30,1.606521937,46.2409,69.8737,26.4696,142.5842,400.311,0,749.13,0,1350.556,1750.867,3,1.280122083
27.9988,101.899,12.094009,-2.928474,25.604355,96.547249,2967,615.798,13,6,13,0,0,0,32,1.725027215,74.9541,14.5625,0.2038,89.7204,335.037,0,406.863,0,1758.099,2093.136,3,1.136841042
